City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
702,Cape Canaveral,US,34.8791,-76.9013,55.92,93,7,5.37,clear sky
703,Pandan,PH,10.8525,121.0086,80.6,83,76,20.02,broken clouds
704,Ust-Kamchatsk,RU,61.113,44.8302,22.08,89,14,7.16,few clouds
705,Taksimo,RU,61.113,44.8302,22.08,89,14,7.16,few clouds
706,Umm Kaddadah,PH,7.9986,124.2928,73.65,64,96,8.01,overcast clouds
707,Suzhou,CN,41.7597,86.1469,43.92,31,75,2.01,broken clouds
708,Shibarghan,AF,33.35,64.4167,33.19,74,48,0.83,scattered clouds
709,Natchez,US,34.8791,-76.9013,55.92,93,7,5.37,clear sky
710,Gerash,IR,28.2211,61.2158,57.36,42,1,1.88,clear sky
711,Malvern,US,34.8791,-76.9013,55.92,93,7,5.37,clear sky
712,Esil,KZ,51.1,66.3167,20.73,96,87,5.3,overcast clouds
